,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
125,223033,AAA Batteries (4-pack),1,2.99,07/01/19 18:27,"972 Meadow St, Atlanta, GA 30301"
126,223034,Wired Headphones,1,11.99,07/06/19 09:22,"927 South St, Portland, OR 97035"
127,223035,Flatscreen TV,1,300,07/27/19 12:04,"911 Sunset St, Portland, OR 97035"
128,223036,Apple Airpods Headphones,1,150,07/31/19 10:59,"828 Willow St, Boston, MA 02215"
129,223037,Wired Headphones,1,11.99,07/21/19 20:58,"24 Adams St, Los Angeles, CA 90001"
130,223038,Lightning Charging Cable,1,14.95,07/03/19 14:19,"990 11th St, Los Angeles, CA 90001"
131,223039,Flatscreen TV,1,300,07/27/19 11:44,"9 Center St, Dallas, TX 75001"
132,223040,Apple Airpods Headphones,1,150,07/19/19 20:05,"395 West St, Austin, TX 73301"
133,223041,27in 4K Gaming Monitor,1,389.99,07/11/19 08:16,"330 River St, New York City, NY 10001"
134,223042,Lightning Charging Cable,1,14.95,07/10/19 08:42,"983 Jackson St, Dallas, TX 75001"
135,223043,Lightning Charging Cable,1,14.95,07/01/19 10:20,"662 North St, Atlanta, GA 30301"
136,223044,Apple Airpods Headphones,1,150,07/05/19 11:15,"605 6th St, San Francisco, CA 94016"
137,223045,LG Dryer,1,600.0,07/18/19 20:22,"457 2nd St, Boston, MA 02215"
138,223046,USB-C Charging Cable,1,11.95,07/15/19 23:04,"335 Ridge St, Los Angeles, CA 90001"
139,223047,AA Batteries (4-pack),1,3.84,07/16/19 15:16,"541 Lakeview St, Los Angeles, CA 90001"
140,223048,Vareebadd Phone,1,400,07/21/19 17:19,"168 8th St, Portland, OR 97035"
141,223048,USB-C Charging Cable,2,11.95,07/21/19 17:19,"168 8th St, Portland, OR 97035"
142,223049,Flatscreen TV,1,300,07/24/19 23:24,"595 Jackson St, San Francisco, CA 94016"
143,223050,ThinkPad Laptop,1,999.99,07/14/19 18:14,"842 Washington St, Los Angeles, CA 90001"
144,223051,Bose SoundSport Headphones,1,99.99,07/27/19 16:35,"819 Cherry St, Los Angeles, CA 90001"
145,223052,USB-C Charging Cable,1,11.95,07/09/19 20:05,"549 Lincoln St, San Francisco, CA 94016"
146,223053,LG Dryer,1,600.0,07/06/19 08:37,"226 2nd St, Seattle, WA 98101"
147,223054,Wired Headphones,1,11.99,07/28/19 18:08,"905 Chestnut St, Boston, MA 02215"
148,223055,AA Batteries (4-pack),1,3.84,07/14/19 14:04,"181 Walnut St, Los Angeles, CA 90001"
149,223056,USB-C Charging Cable,1,11.95,07/27/19 17:19,"907 Madison St, San Francisco, CA 94016"
150,223057,Bose SoundSport Headphones,1,99.99,07/12/19 11:30,"195 Washington St, San Francisco, CA 94016"
151,223058,Bose SoundSport Headphones,1,99.99,07/01/19 08:09,"993 Main St, Boston, MA 02215"
152,223059,USB-C Charging Cable,1,11.95,07/23/19 02:09,"84 10th St, Boston, MA 02215"
153,223060,AA Batteries (4-pack),1,3.84,07/20/19 13:14,"613 Johnson St, San Francisco, CA 94016"
154,223061,Lightning Charging Cable,2,14.95,07/14/19 22:02,"788 Center St, Dallas, TX 75001"
155,223062,ThinkPad Laptop,1,999.99,07/12/19 19:58,"756 5th St, Atlanta, GA 30301"
156,223063,USB-C Charging Cable,1,11.95,07/02/19 21:37,"535 Cedar St, Portland, OR 97035"
157,223064,AAA Batteries (4-pack),1,2.99,07/13/19 19:23,"627 13th St, San Francisco, CA 94016"
158,223065,Bose SoundSport Headphones,2,99.99,07/02/19 20:20,"180 Park St, San Francisco, CA 94016"
159,223066,Macbook Pro Laptop,1,1700,07/16/19 08:31,"377 Madison St, San Francisco, CA 94016"
160,223067,AAA Batteries (4-pack),1,2.99,07/11/19 13:46,"189 Johnson St, Los Angeles, CA 90001"
161,223068,AA Batteries (4-pack),1,3.84,07/29/19 18:11,"450 Church St, San Francisco, CA 94016"
162,223069,AA Batteries (4-pack),1,3.84,07/17/19 20:50,"486 4th St, San Francisco, CA 94016"
163,223070,AAA Batteries (4-pack),1,2.99,07/19/19 08:29,"172 Adams St, Boston, MA 02215"
164,223071,Lightning Charging Cable,1,14.95,07/17/19 12:01,"758 Madison St, New York City, NY 10001"
165,223072,Lightning Charging Cable,1,14.95,07/18/19 02:39,"252 Madison St, Boston, MA 02215"
166,223073,Wired Headphones,1,11.99,07/02/19 15:41,"972 Dogwood St, San Francisco, CA 94016"
167,223074,USB-C Charging Cable,1,11.95,07/15/19 10:07,"899 North St, Los Angeles, CA 90001"
168,223075,USB-C Charging Cable,1,11.95,07/22/19 14:15,"752 Chestnut St, San Francisco, CA 94016"
169,223076,Lightning Charging Cable,1,14.95,07/10/19 13:21,"692 Spruce St, Boston, MA 02215"
170,223077,ThinkPad Laptop,1,999.99,07/06/19 13:01,"261 Sunset St, San Francisco, CA 94016"
171,223078,Lightning Charging Cable,1,14.95,07/10/19 19:23,"865 Meadow St, Atlanta, GA 30301"
172,223079,27in 4K Gaming Monitor,1,389.99,07/18/19 10:22,"211 Ridge St, Austin, TX 73301"
173,223080,Apple Airpods Headphones,1,150,07/09/19 18:26,"275 Jackson St, Austin, TX 73301"
174,223081,USB-C Charging Cable,1,11.95,07/05/19 15:55,"983 12th St, San Francisco, CA 94016"
175,223082,USB-C Charging Cable,1,11.95,07/07/19 09:54,"158 7th St, Seattle, WA 98101"
176,223083,USB-C Charging Cable,1,11.95,07/13/19 21:05,"277 Lakeview St, Portland, OR 97035"
177,223084,Lightning Charging Cable,1,14.95,07/02/19 15:08,"555 Pine St, Los Angeles, CA 90001"
178,223085,iPhone,1,700,07/22/19 11:56,"875 Madison St, Los Angeles, CA 90001"
179,223086,Apple Airpods Headphones,1,150,07/22/19 11:08,"938 Meadow St, Los Angeles, CA 90001"
180,223087,iPhone,1,700,07/26/19 11:06,"864 10th St, Boston, MA 02215"
181,223088,AA Batteries (4-pack),1,3.84,07/05/19 22:58,"715 North St, Seattle, WA 98101"
182,223089,AA Batteries (4-pack),1,3.84,07/17/19 17:53,"650 Hickory St, New York City, NY 10001"
183,223090,USB-C Charging Cable,1,11.95,07/12/19 16:18,"739 Adams St, New York City, NY 10001"
184,223091,Bose SoundSport Headphones,1,99.99,07/20/19 11:02,"415 Cedar St, New York City, NY 10001"
185,223092,ThinkPad Laptop,1,999.99,07/11/19 15:27,"634 Washington St, Boston, MA 02215"
186,223093,AA Batteries (4-pack),1,3.84,07/01/19 10:48,"899 1st St, San Francisco, CA 94016"
187,223094,Wired Headphones,1,11.99,07/18/19 11:15,"971 Chestnut St, Los Angeles, CA 90001"
188,223095,Apple Airpods Headphones,1,150,07/03/19 13:42,"876 Cedar St, Los Angeles, CA 90001"
189,223095,AA Batteries (4-pack),1,3.84,07/03/19 13:42,"876 Cedar St, Los Angeles, CA 90001"
190,223096,AAA Batteries (4-pack),2,2.99,07/08/19 19:31,"846 Sunset St, Portland, OR 97035"
191,223097,Lightning Charging Cable,1,14.95,07/11/19 12:29,"77 10th St, Los Angeles, CA 90001"
192,223098,Apple Airpods Headphones,1,150,07/23/19 18:23,"374 Cherry St, San Francisco, CA 94016"
193,223099,AAA Batteries (4-pack),3,2.99,07/29/19 22:46,"3 Highland St, New York City, NY 10001"
194,223100,USB-C Charging Cable,1,11.95,07/29/19 16:56,"516 Jackson St, New York City, NY 10001"
195,223101,Wired Headphones,1,11.99,07/10/19 16:55,"924 Lincoln St, San Francisco, CA 94016"
196,223102,Wired Headphones,2,11.99,07/16/19 20:54,"484 7th St, Seattle, WA 98101"
197,223103,Apple Airpods Headphones,1,150,07/13/19 11:25,"107 West St, San Francisco, CA 94016"
198,223104,20in Monitor,1,109.99,07/08/19 07:29,"505 4th St, Los Angeles, CA 90001"
199,,,,,,
200,223105,34in Ultrawide Monitor,1,379.99,07/17/19 00:06,"589 8th St, Portland, OR 97035"
201,223106,Wired Headphones,1,11.99,07/14/19 14:30,"630 2nd St, San Francisco, CA 94016"
202,223106,Vareebadd Phone,1,400,07/14/19 14:30,"630 2nd St, San Francisco, CA 94016"
203,223107,iPhone,1,700,07/25/19 13:40,"470 Chestnut St, San Francisco, CA 94016"
204,223108,AAA Batteries (4-pack),1,2.99,07/05/19 11:21,"781 8th St, Boston, MA 02215"
205,223109,iPhone,1,700,07/12/19 20:48,"929 Ridge St, Seattle, WA 98101"
206,223110,Flatscreen TV,1,300,07/16/19 01:05,"434 Elm St, Seattle, WA 98101"
207,223111,AA Batteries (4-pack),1,3.84,07/20/19 16:46,"137 Madison St, Atlanta, GA 30301"
208,223112,USB-C Charging Cable,2,11.95,07/08/19 22:23,"241 8th St, San Francisco, CA 94016"
209,223113,27in 4K Gaming Monitor,1,389.99,07/05/19 07:35,"176 Willow St, Los Angeles, CA 90001"
210,223114,AA Batteries (4-pack),1,3.84,07/26/19 13:37,"576 11th St, Austin, TX 73301"
211,223115,Flatscreen TV,1,300,07/02/19 13:15,"836 Johnson St, New York City, NY 10001"
212,223116,Apple Airpods Headphones,1,150,07/21/19 13:18,"366 Adams St, Portland, OR 97035"
213,223117,Google Phone,1,600,07/11/19 23:25,"184 Spruce St, Atlanta, GA 30301"
214,223117,USB-C Charging Cable,1,11.95,07/11/19 23:25,"184 Spruce St, Atlanta, GA 30301"
215,223118,AA Batteries (4-pack),2,3.84,07/04/19 11:04,"346 Walnut St, New York City, NY 10001"
216,223119,27in FHD Monitor,1,149.99,07/30/19 13:33,"955 Main St, New York City, NY 10001"
217,223120,Lightning Charging Cable,1,14.95,07/18/19 13:29,"506 Main St, San Francisco, CA 94016"
218,223121,Bose SoundSport Headphones,1,99.99,07/05/19 22:00,"880 7th St, New York City, NY 10001"
219,223122,Apple Airpods Headphones,1,150,07/04/19 08:49,"972 Lincoln St, Boston, MA 02215"
220,223123,Wired Headphones,1,11.99,07/05/19 06:27,"86 5th St, Boston, MA 02215"
221,223124,USB-C Charging Cable,1,11.95,07/19/19 19:28,"593 Ridge St, San Francisco, CA 94016"
222,223125,27in 4K Gaming Monitor,1,389.99,07/17/19 09:45,"678 13th St, San Francisco, CA 94016"
223,223126,34in Ultrawide Monitor,1,379.99,07/29/19 16:38,"858 6th St, San Francisco, CA 94016"
224,223127,AAA Batteries (4-pack),1,2.99,07/31/19 17:36,"473 10th St, Los Angeles, CA 90001"
225,223128,USB-C Charging Cable,1,11.95,07/14/19 08:00,"418 Spruce St, Los Angeles, CA 90001"
226,223129,Apple Airpods Headphones,1,150,07/05/19 08:40,"239 12th St, Boston, MA 02215"
227,223130,Wired Headphones,1,11.99,07/16/19 11:54,"126 5th St, New York City, NY 10001"
228,223131,AAA Batteries (4-pack),1,2.99,07/21/19 07:47,"712 Washington St, Los Angeles, CA 90001"
229,223132,AA Batteries (4-pack),1,3.84,07/23/19 00:10,"132 West St, San Francisco, CA 94016"
230,223133,AA Batteries (4-pack),1,3.84,07/28/19 20:40,"621 Church St, San Francisco, CA 94016"
231,223133,AAA Batteries (4-pack),1,2.99,07/28/19 20:40,"621 Church St, San Francisco, CA 94016"
232,223134,ThinkPad Laptop,1,999.99,07/25/19 12:17,"298 Wilson St, Portland, ME 04101"
233,223135,Apple Airpods Headphones,1,150,07/27/19 21:39,"385 Dogwood St, Atlanta, GA 30301"
234,223136,Flatscreen TV,1,300,07/07/19 21:45,"339 12th St, San Francisco, CA 94016"
235,223137,AA Batteries (4-pack),1,3.84,07/20/19 09:51,"776 Forest St, Boston, MA 02215"
236,223138,27in 4K Gaming Monitor,1,389.99,07/22/19 10:44,"720 Main St, San Francisco, CA 94016"
237,223139,Bose SoundSport Headphones,1,99.99,07/05/19 20:27,"820 West St, Los Angeles, CA 90001"
238,223140,AA Batteries (4-pack),1,3.84,07/22/19 09:58,"112 Meadow St, San Francisco, CA 94016"
239,223140,Flatscreen TV,1,300,07/22/19 09:58,"112 Meadow St, San Francisco, CA 94016"
240,223141,Wired Headphones,1,11.99,07/23/19 21:39,"247 Adams St, Portland, OR 97035"
241,223142,AA Batteries (4-pack),2,3.84,07/26/19 13:53,"587 South St, San Francisco, CA 94016"
242,223143,ThinkPad Laptop,1,999.99,07/14/19 10:09,"494 Lakeview St, San Francisco, CA 94016"
243,223144,Google Phone,1,600,07/15/19 21:51,"37 Walnut St, New York City, NY 10001"
244,223144,USB-C Charging Cable,1,11.95,07/15/19 21:51,"37 Walnut St, New York City, NY 10001"
245,223145,Apple Airpods Headphones,1,150,07/02/19 14:21,"35 Main St, Seattle, WA 98101"
246,223146,LG Dryer,1,600.0,07/22/19 17:05,"753 5th St, Los Angeles, CA 90001"
247,223147,AA Batteries (4-pack),1,3.84,07/15/19 11:27,"767 West St, Los Angeles, CA 90001"
248,223148,AA Batteries (4-pack),1,3.84,07/22/19 18:02,"256 Jackson St, Atlanta, GA 30301"
249,223149,27in FHD Monitor,1,149.99,07/14/19 20:39,"770 Lincoln St, Boston, MA 02215"
250,223150,Apple Airpods Headphones,1,150,07/16/19 18:17,"289 12th St, Boston, MA 02215"
251,223151,AAA Batteries (4-pack),2,2.99,07/31/19 07:15,"825 North St, Seattle, WA 98101"
252,223152,Bose SoundSport Headphones,1,99.99,07/10/19 20:02,"910 Hill St, Atlanta, GA 30301"
253,223153,Wired Headphones,1,11.99,07/17/19 20:11,"65 Hickory St, Dallas, TX 75001"
254,223154,AAA Batteries (4-pack),1,2.99,07/18/19 13:25,"223 Elm St, Portland, OR 97035"
255,223155,Lightning Charging Cable,1,14.95,07/02/19 21:24,"706 Washington St, San Francisco, CA 94016"
256,223156,AAA Batteries (4-pack),1,2.99,07/23/19 16:04,"564 Ridge St, New York City, NY 10001"
257,223157,Wired Headphones,1,11.99,07/25/19 23:34,"532 Lincoln St, Boston, MA 02215"
258,223158,USB-C Charging Cable,1,11.95,07/14/19 23:12,"787 Adams St, Boston, MA 02215"
259,223159,Lightning Charging Cable,1,14.95,07/04/19 13:48,"818 11th St, Los Angeles, CA 90001"
260,223160,Apple Airpods Headphones,1,150,07/16/19 19:14,"629 Meadow St, New York City, NY 10001"
261,223161,AAA Batteries (4-pack),2,2.99,07/18/19 09:27,"399 6th St, San Francisco, CA 94016"
262,223162,Wired Headphones,1,11.99,07/06/19 19:57,"453 Madison St, Portland, OR 97035"
263,223163,34in Ultrawide Monitor,1,379.99,07/02/19 00:37,"801 Lakeview St, Austin, TX 73301"
264,223164,USB-C Charging Cable,1,11.95,07/07/19 18:19,"120 Park St, San Francisco, CA 94016"
265,223165,Lightning Charging Cable,1,14.95,07/14/19 10:00,"29 Chestnut St, Seattle, WA 98101"
266,223166,AAA Batteries (4-pack),1,2.99,07/23/19 06:53,"648 River St, Boston, MA 02215"
267,223167,Macbook Pro Laptop,1,1700,07/21/19 06:37,"76 Sunset St, Portland, OR 97035"
